Año	Sexo	Codigo Localidad	Localidad	GrupoEdad	Aseguramiento	CIE10	Causa de Muerte	Condición Cronica	Muertes total
2018	Femenino	21	Distrito	45 a 49 años	Subsidiado	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	45 a 49 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	2
2018	Femenino	21	Distrito	50 a 54 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	2
2018	Femenino	21	Distrito	50 a 54 años	No Asegurado	J440	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA CO  I FECCIO  AGUDA DE LAS VIAS RESPIRATORIAS I FERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	50 a 54 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	50 a 54 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	3
2018	Femenino	21	Distrito	55 a 59 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	2
2018	Femenino	21	Distrito	55 a 59 años	Excepcion	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	55 a 59 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	2
2018	Femenino	21	Distrito	55 a 59 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	60 a 64 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	6
2018	Femenino	21	Distrito	60 a 64 años	Contributivo	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	2
2018	Femenino	21	Distrito	60 a 64 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	3
2018	Femenino	21	Distrito	60 a 64 años	Contributivo	J47X	BRONQUIECTASIA	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	60 a 64 años	Excepcion	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	2
2018	Femenino	21	Distrito	60 a 64 años	Excepcion	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	60 a 64 años	No Asegurado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	60 a 64 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	3
2018	Femenino	21	Distrito	60 a 64 años	Subsidiado	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	2
2018	Femenino	21	Distrito	60 a 64 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	7
2018	Femenino	21	Distrito	65 a 69 años	Contributivo	J40X	BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	65 a 69 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	13
2018	Femenino	21	Distrito	65 a 69 años	Contributivo	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	65 a 69 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	7
2018	Femenino	21	Distrito	65 a 69 años	Excepcion	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	65 a 69 años	Excepcion	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	65 a 69 años	Sin dato	J448	OTRAS E FERMEDADES PULMO ARES OBSTRUCTIVAS  KRO ICAS ESPECIFICADAS	Enfermedades cronicas respiratorias bajas	1
2018	Femenino	21	Distrito	65 a 69 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	7
2018	Femenino	21	Distrito	65 a 69 años	Subsidiado	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	5
2018	Femenino	21	Distrito	65 a 69 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	9
2018	Masculino	21	Distrito	30 a 34 años	Contributivo	J448	OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	30 a 34 años	Subsidiado	J440	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA CO  I FECCIO  AGUDA DE LAS VIAS RESPIRATORIAS I FERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	30 a 34 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	35 a 39 años	No Asegurado	J40X	BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	40 a 44 años	Contributivo	J40X	BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	40 a 44 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	40 a 44 años	No Asegurado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	40 a 44 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	45 a 49 años	Sin dato	J449	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA,  O ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	45 a 49 años	Subsidiado	J439	E FISEMA,  O ESPECIFICADO	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	45 a 49 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	3
2018	Masculino	21	Distrito	45 a 49 años	Subsidiado	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	50 a 54 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	3
2018	Masculino	21	Distrito	50 a 54 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	3
2018	Masculino	21	Distrito	55 a 59 años	Contributivo	J42X	BRONQUITIS CRONICA NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	55 a 59 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	55 a 59 años	Contributivo	J448	OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	55 a 59 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	2
2018	Masculino	21	Distrito	55 a 59 años	No Asegurado	J440	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA CO  I FECCIO  AGUDA DE LAS VIAS RESPIRATORIAS I FERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	55 a 59 años	Sin dato	J439	E FISEMA,  O ESPECIFICADO	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	55 a 59 años	Sin dato	J440	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA CO  I FECCIO  AGUDA DE LAS VIAS RESPIRATORIAS I FERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	55 a 59 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	3
2018	Masculino	21	Distrito	55 a 59 años	Subsidiado	J449	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA,  O ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	55 a 59 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	2
2018	Masculino	21	Distrito	60 a 64 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	5
2018	Masculino	21	Distrito	60 a 64 años	Contributivo	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	60 a 64 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	3
2018	Masculino	21	Distrito	60 a 64 años	Excepcion	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	60 a 64 años	No Asegurado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	2
2018	Masculino	21	Distrito	60 a 64 años	No Asegurado	J449	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA,  O ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	60 a 64 años	Sin dato	J440	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA CO  I FECCIO  AGUDA DE LAS VIAS RESPIRATORIAS I FERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	60 a 64 años	Subsidiado	J439	ENFISEMA, NO ESPECIFICADO	Enfermedades cronicas respiratorias bajas	2
2018	Masculino	21	Distrito	60 a 64 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	7
2018	Masculino	21	Distrito	60 a 64 años	Subsidiado	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	3
2018	Masculino	21	Distrito	60 a 64 años	Subsidiado	J448	OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	60 a 64 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	2
2018	Masculino	21	Distrito	65 a 69 años	Contributivo	J42X	BRONQUITIS CRONICA NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	65 a 69 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	9
2018	Masculino	21	Distrito	65 a 69 años	Contributivo	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	3
2018	Masculino	21	Distrito	65 a 69 años	Contributivo	J449	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA,  O ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	65 a 69 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	11
2018	Masculino	21	Distrito	65 a 69 años	Contributivo	J47X	BRONQUIECTASIA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	65 a 69 años	Excepcion	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	65 a 69 años	No Asegurado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	2
2018	Masculino	21	Distrito	65 a 69 años	Subsidiado	J439	ENFISEMA, NO ESPECIFICADO	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	65 a 69 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	8
2018	Masculino	21	Distrito	65 a 69 años	Subsidiado	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	2
2018	Masculino	21	Distrito	65 a 69 años	Subsidiado	J448	OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	65 a 69 años	Subsidiado	J449	E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA,  O ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2018	Masculino	21	Distrito	65 a 69 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA	Enfermedades cronicas respiratorias bajas	13
2019	Femenino	21	Distrito	35 a 39 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	35 a 39 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	40 a 44 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	45 a 49 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	45 a 49 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	50 a 54 años	No Asegurado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	50 a 54 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	50 a 54 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	55 a 59 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	55 a 59 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	55 a 59 años	Excepcion	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	55 a 59 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	55 a 59 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	2
2019	Femenino	21	Distrito	60 a 64 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	3
2019	Femenino	21	Distrito	60 a 64 años	Contributivo	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	60 a 64 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	8
2019	Femenino	21	Distrito	60 a 64 años	No Asegurado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	60 a 64 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	60 a 64 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	3
2019	Femenino	21	Distrito	65 a 69 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	2
2019	Femenino	21	Distrito	65 a 69 años	Contributivo	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	6
2019	Femenino	21	Distrito	65 a 69 años	Contributivo	J448	OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	65 a 69 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	8
2019	Femenino	21	Distrito	65 a 69 años	Excepcion	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	65 a 69 años	No Asegurado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Femenino	21	Distrito	65 a 69 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	8
2019	Femenino	21	Distrito	65 a 69 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	5
2019	Masculino	21	Distrito	35 a 39 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	40 a 44 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	45 a 49 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	45 a 49 años	No Asegurado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	45 a 49 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	50 a 54 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	50 a 54 años	Contributivo	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	50 a 54 años	Excepcion	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	50 a 54 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	50 a 54 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	5
2019	Masculino	21	Distrito	55 a 59 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	55 a 59 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	3
2019	Masculino	21	Distrito	55 a 59 años	Contributivo	J47X	BRONQUIECTASIA	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	55 a 59 años	Subsidiado	J439	ENFISEMA,  ESPECIFICADO	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	55 a 59 años	Subsidiado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	6
2019	Masculino	21	Distrito	55 a 59 años	Subsidiado	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	5
2019	Masculino	21	Distrito	60 a 64 años	Contributivo	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	5
2019	Masculino	21	Distrito	60 a 64 años	Contributivo	J441	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	60 a 64 años	Contributivo	J448	OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	60 a 64 años	Contributivo	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	5
2019	Masculino	21	Distrito	60 a 64 años	Excepcion	J449	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,  ESPECIFICADA	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	60 a 64 años	No Asegurado	J439	ENFISEMA,  ESPECIFICADO	Enfermedades cronicas respiratorias bajas	1
2019	Masculino	21	Distrito	60 a 64 años	No Asegurado	J440	ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES	Enfermedades cronicas respiratorias bajas	2
