Año;Sexo;Código Localidad;Localidad;Grupo de edad;Régimen Aseguramiento;Código CIE10;Descripción causa básica de muerte;Grupo condición crónica;Muertes total
2018;Masculino;21;Distrito;45 a 49 años;Subsidiado;J439;E FISEMA,  O ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;45 a 49 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;3
2018;Masculino;21;Distrito;45 a 49 años;Subsidiado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;50 a 54 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;3
2018;Masculino;21;Distrito;50 a 54 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2018;Masculino;21;Distrito;55 a 59 años;Contributivo;J42X;BRONQUITIS CRONICA NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;55 a 59 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;55 a 59 años;Contributivo;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;55 a 59 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2018;Masculino;21;Distrito;55 a 59 años;No Asegurado;J440;E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA CO  I FECCIO  AGUDA DE LAS VIAS RESPIRATORIAS I FERIORES;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;55 a 59 años;Sin dato;J439;E FISEMA,  O ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;55 a 59 años;Sin dato;J440;E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA CO  I FECCIO  AGUDA DE LAS VIAS RESPIRATORIAS I FERIORES;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;55 a 59 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;3
2018;Masculino;21;Distrito;55 a 59 años;Subsidiado;J449;E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA,  O ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;55 a 59 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2018;Masculino;21;Distrito;60 a 64 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;5
2018;Masculino;21;Distrito;60 a 64 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;60 a 64 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2018;Masculino;21;Distrito;60 a 64 años;Excepcion;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;60 a 64 años;No Asegurado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;2
2018;Masculino;21;Distrito;60 a 64 años;No Asegurado;J449;E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA,  O ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;60 a 64 años;Sin dato;J440;E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA CO  I FECCIO  AGUDA DE LAS VIAS RESPIRATORIAS I FERIORES;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;60 a 64 años;Subsidiado;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;2
2018;Masculino;21;Distrito;60 a 64 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;7
2018;Masculino;21;Distrito;60 a 64 años;Subsidiado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2018;Masculino;21;Distrito;60 a 64 años;Subsidiado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;60 a 64 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2018;Masculino;21;Distrito;65 a 69 años;Contributivo;J42X;BRONQUITIS CRONICA NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;65 a 69 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;9
2018;Masculino;21;Distrito;65 a 69 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2018;Masculino;21;Distrito;65 a 69 años;Contributivo;J449;E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA,  O ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;65 a 69 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;11
2018;Masculino;21;Distrito;65 a 69 años;Contributivo;J47X;BRONQUIECTASIA;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;65 a 69 años;Excepcion;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;65 a 69 años;No Asegurado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;2
2018;Masculino;21;Distrito;65 a 69 años;Subsidiado;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;65 a 69 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;8
2018;Masculino;21;Distrito;65 a 69 años;Subsidiado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2018;Masculino;21;Distrito;65 a 69 años;Subsidiado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;65 a 69 años;Subsidiado;J449;E FERMEDAD PULMO AR OBSTRUCTIVA  KRO ICA,  O ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2018;Masculino;21;Distrito;65 a 69 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;13
2019;Femenino;21;Distrito;35 a 39 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;35 a 39 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;40 a 44 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;45 a 49 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;45 a 49 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;50 a 54 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;50 a 54 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;50 a 54 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;55 a 59 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;55 a 59 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;55 a 59 años;Excepcion;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;55 a 59 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;55 a 59 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2019;Femenino;21;Distrito;60 a 64 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;3
2019;Femenino;21;Distrito;60 a 64 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;60 a 64 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;8
2019;Femenino;21;Distrito;60 a 64 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;60 a 64 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;60 a 64 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2019;Femenino;21;Distrito;65 a 69 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;2
2019;Femenino;21;Distrito;65 a 69 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;6
2019;Femenino;21;Distrito;65 a 69 años;Contributivo;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;65 a 69 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;8
2019;Femenino;21;Distrito;65 a 69 años;Excepcion;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;65 a 69 años;No Asegurado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Femenino;21;Distrito;65 a 69 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;8
2019;Femenino;21;Distrito;65 a 69 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;5
2019;Masculino;21;Distrito;35 a 39 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;40 a 44 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;45 a 49 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;45 a 49 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;45 a 49 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;50 a 54 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;50 a 54 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;50 a 54 años;Excepcion;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;50 a 54 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;50 a 54 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;5
2019;Masculino;21;Distrito;55 a 59 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;55 a 59 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2019;Masculino;21;Distrito;55 a 59 años;Contributivo;J47X;BRONQUIECTASIA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;55 a 59 años;Subsidiado;J439;ENFISEMA,  ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;55 a 59 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;6
2019;Masculino;21;Distrito;55 a 59 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;5
2019;Masculino;21;Distrito;60 a 64 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;5
2019;Masculino;21;Distrito;60 a 64 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;60 a 64 años;Contributivo;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;60 a 64 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;5
2019;Masculino;21;Distrito;60 a 64 años;Excepcion;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;60 a 64 años;No Asegurado;J439;ENFISEMA,  ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;60 a 64 años;No Asegurado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;2
2019;Masculino;21;Distrito;60 a 64 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;60 a 64 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;15
2019;Masculino;21;Distrito;60 a 64 años;Subsidiado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2019;Masculino;21;Distrito;60 a 64 años;Subsidiado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;60 a 64 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;11
2019;Masculino;21;Distrito;65 a 69 años;Contributivo;J439;ENFISEMA,  ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;65 a 69 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;16
2019;Masculino;21;Distrito;65 a 69 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2019;Masculino;21;Distrito;65 a 69 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;17
2019;Masculino;21;Distrito;65 a 69 años;Excepcion;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;65 a 69 años;Excepcion;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2019;Masculino;21;Distrito;65 a 69 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;65 a 69 años;Subsidiado;J411;BRONQUITIS CRÓNICA MUCOPURULENTA;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;65 a 69 años;Subsidiado;J439;ENFISEMA,  ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2019;Masculino;21;Distrito;65 a 69 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;11
2019;Masculino;21;Distrito;65 a 69 años;Subsidiado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2019;Masculino;21;Distrito;65 a 69 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,  ESPECIFICADA;Enfermedades crónicas respiratorias bajas;21
2020;Femenino;21;Distrito;40 a 44 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;40 a 44 años;No Asegurado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;40 a 44 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;45 a 49 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;45 a 49 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;50 a 54 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;50 a 54 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;55 a 59 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;2
2020;Femenino;21;Distrito;55 a 59 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;55 a 59 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;3
2020;Femenino;21;Distrito;60 a 64 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;3
2020;Femenino;21;Distrito;60 a 64 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;60 a 64 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;5
2020;Femenino;21;Distrito;60 a 64 años;Excepcion;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;60 a 64 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;2
2020;Femenino;21;Distrito;60 a 64 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2020;Femenino;21;Distrito;65 a 69 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;5
2020;Femenino;21;Distrito;65 a 69 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2020;Femenino;21;Distrito;65 a 69 años;Contributivo;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2020;Femenino;21;Distrito;65 a 69 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;9
